asin	title	cat	subCat	imgUrl	desc	salRank	brand	price
B001PKCK2A	Vivitar 8400BK ViviCam 8 MP Compact System Camera with 2.4-Inch LCD Body Only (Black)	Electronics	Cameras	http://ecx.images-amazon.com/images/I/41YxYDDSwgL._SY300_.jpg	"8.1 MEGAPIXEL DIGITAL CAMERA; 8X DIGITAL ZOOM; 2.4"" PREVIEW SCREEN; WATERPROOF UP TO 10 M; REQUIRES 2 AA Battries"	12746	Vivitar	99.74
B001Q3M4IQ	Olympus Evolt E520 10MP Digital SLR Camera with 14-42mm f/3.5-5.6 and 40-150mm f/4.0-5.6 ED Zuiko Lenses	Electronics	Digital SLR Cameras	http://ecx.images-amazon.com/images/I/512HwSgvNNL._SY300_.jpg	null	13878	Olympus	1645.00
B001QENO6Q	Fujifilm FinePix Z33WP 10MP Digital Camera with 3x Optical Zoom (Green)	Electronics	Cameras	http://ecx.images-amazon.com/images/I/41cNCSQKlKL._SX300_.jpg	"The FinePix Z33WP is Fujifilm&rsquo;s first waterproof digital camera. No longer do you need to worry about damaging your camera in less than optimum shooting conditions. The FinePix Z33WP ensures you&rsquo;ll never miss capturing any of life&rsquo;s precious moments, any where, any time, under any conditions, and be able to share them easily with your extended network of friends and family members. The 10-megapixel FinePix Z33WP is ready for any adventure including underwater activity up to 10 feet. The Z33WP uses a Fujinon 3x optical zoom lens, has Fujifilm&rsquo;s &lsquo;Automatic Scene Recognition&rsquo; SR AUTO mode, and features a 2.7-inch, 230,000 pixel resolution LCD screen.Intelligent Scene RecognitionAdding ease to outdoor navigation, the FinePix Z33WP is equipped with a new SR Auto (Automatic Scene Recognition) mode that enables the camera to intelligently recognize six types of scenes automatically. For each picture taken in this mode, the Z33WP will optimize the ideal exposure, focus, white balance and ISO for the scene to ensure the best quality picture is captured with ease. In addition, Fujifilm&rsquo;s Picture Stabilization is powered by high sensitivity for faster shutter and operational speeds to help reduce camera shake, keeping real life moments as true to form as possible.Easy SharingThe family-friendly Z33WP also features Fujifilm&rsquo;s handy Blog Mode which allows for easier sharing with friends and family members. The Blog mode automatically resizes a photo to a standard 640x480 pixels (VGA) or 320x240 pixels (QVGA) image size and enables 12 in-camera editing features such as Zooming, Miniature effect, Illustration and Painting, cutting the need for extra time with home editing.In addition to these innovations, the FinePix Z33WP is loaded with the following handy features:Face Detection in actionFace Detection Technology: Operating in tandem with automatic red-eye removal, the FinePix Z33WP identifies up to 10 human faces in a scene, and sets the correct focus and exposure, regardless of where subjects are located within the frame.Automatic Red Eye Removal accents the aforementioned features by lending an extra touch to that group shot. The Z33WP automatically checks for red eye and self-corrects it in each and every person in the photo, saving time on post-editing.Couple and Group Timer Modes: Working in conjunction with Face Detection technology, detects two faces in 'Couple Timer Mode' and up to four faces in 'Group Timer Mode' in a frame.One Touch MOVIE Button: Capture VGA quality movie clips at 30 frames per second with sound to capture all of those once-in-a-lifetime moments.Battery Life: The long-life rechargeable Li-ion battery (up to 200 shots) allows for extended use without worrying if the camera is going to last for the duration of the trip."	6759	Fujifilm	253.00
B001QFZMB0	Panasonic Lumix DMC-TS1 12MP Digital Camera with 4.6x Wide Angle MEGA Optical Image Stabilized Zoom and 2.7 inch LCD (Orange)	Electronics	Cameras	http://ecx.images-amazon.com/images/I/31mXEQrxj7L._SX300_.jpg	"Panasonic's new Lumix DMC-TS1 is the world&rsquo;s first waterproof, shockproof and dustproof digital camera to also feature AVCHD Lite High Definition (HD) video recording capabilities.  The TS1&rsquo;s tough and rugged design makes it the ideal choice for active users needing the ultimate hybrid for capturing both still and motion images during outdoor activities.  The Lumix TS1, with a 12.1-megapixel resolution, features a 28mm wide-angle Leica DC Vario-Elmar lens, a 4.6x optical zoom and Panasonic&rsquo;s proprietary iA (Intelligent Auto) mode, making this an easy-to-use, yet powerful camera that packs advanced imaging features.The TS1 is waterproof to a depth of 10 feet, shockproof from falls up to 5 feet, and dustproof.  With its rubber padding, reinforced glass and carbon resins inside the camera, the TS1 features an airtight body protected against water immersion, dust and sand.Starting at the 28mm wide angle, and zooming up to a useful 128mm in telephoto, the TS1 gives users the flexibility for a variety of shooting environments--especially underwater, where movement is often restricted and the angle of view becomes important for composing shots.  The TS1 also features a 2.7-inch, 230,000-dot Intelligent LCD with a wide viewing angle, enhancing visibility during recording and playback by automatic brightness control according to the environment&rsquo;s lighting conditions.  Plus, the TS1&rsquo;s LCD panel is deliberately thickened for protection against pressure, allowing the display to operate with clear visibility even underwater.The TS1 records AVCHD Lite HD video, allowing almost double the recording time in HD quality compared with the conventional Motion JPEG format. The TS1 also features Dolby Digital Creator to record high quality audio to match the high-quality motion images.The TS1 features iA mode for both still images and in Movie Mode. For iA in Movie Mode, the TS1 features Optical Image Stabilization (O.I.S.), which helps prevent handshake when using high-powered zoom. Face Detection automatically detects a face in a frame and adjusts focus, exposure, contrast, and skin complexion on the face. Intelligent Exposure continually checks the ambient light level and adjusts the exposure setting as conditions change to prevent blown highlights and blocked shadows. And Intelligent Scene Selector automatically switches between Normal, Portrait, Macro, Scenery, and Low Light modes according to the situation to optimize visual quality.  A Wind Cut function is also available to block out most of the noise from background wind. Optical zoom can be used in motion image recording. Users can start video recording by simply pressing a dedicated button on the camera's back panel.The TS1&rsquo;s iA for still image adds Face Recognition--a feature that ""remembers"" faces from previous shots. When a registered face appears in the frame, the camera will prioritize focus and exposure to capture it beautifully.  With Face Recognition, when a familiar face is recorded several times, the camera will prompt you to register the face. Once registered, if the face appears into the frame again, the camera will display the name specified for that person and prioritize focus and exposure so that the registered face is bright and sharply focused.The imaging power of Lumix has further evolved with the Venus Engine HD, which boasts two CPUs to provide approx. 2.4x processing capability and support for Face Recognition, AVCHD Lite and HDMI output. It integrates the numerous advanced functions with high performance, and low-power consumption. Thanks to the Venus Engine HD, it&rsquo;s easy to view photos or movies recorded in AVCHD Lite. Simply insert the SD Memory Card from the camera in the Panasonic VIERA HDTV&rsquo;s Image Viewer SD Memory Card slot to start playback, or connect the camera via an optional HDMI mini cable to a VIERA Link-equipped Panasonic VIERA HDTV and use the TV's remote control to run slideshows.This multi-task image-processing engine also enables a fast response time. The TS1 starts up quickly in 1.3 seconds and shutter release time lag is approximately 0.005 seconds, making it easy to capture sudden, spur-of-the-moment photo opportunities.  The Flash Burst mode makes it possible to take consecutive shots with continuous emissions of the flash. The Venus Engine HD also supports a High Sensitivity mode that lets the TS1 record up to ISO 6400, sensitive enough to capture subjects in near-total darkness without using a flash.  Despite its outstanding performance, the high-performance engine is also more energy efficient, extending the battery life up to 340 shots (CIPA) per a single charge.Other features of the Lumix DMC-TS1 include:New Scene Modes for Still Images: Beach &amp; Surf mode gives users a single mode with optimized auto white balance for optical shooting on the beach and in shallow water.New Panorama Assist scene mode allows users to shoot a number of consistent photos, either vertically or horizontally, by aligning them according to a guide that overlaps the screen.  Then using those photos and the bundled PanoramaMaker software, users can create dramatic panoramic images.Increased Scene modes for both still and motion image shooting--optimized for a variety of situations. There are 26 scene modes for still image and 17 for motion image (Portrait, Soft Skin, Transform, Self portrait, Scenery, Low light, Food, Party, Candle light, Sunset, High sensitivity, Beach &amp; Surf, Snow, Aerial, Pin hole, Film grain and Underwater)LED Illumination is available in motion image recording.High-Speed Burst (Speed Priority) that fires off approximately 10 shots per second.Menus are clearer and easier to navigate with the Display Size option.Macro Zoom function lets users pull subjects even closer to capture dramatic close-up shots by using the 3x digital zoom in the wide-angle.Bundled Software: The latest version of PHOTOfunSTUDIO 3.0 HD Edition allows users to view, edit and archive captured content with greater ease and fun. Still and motion images can be transferred to the computer via a USB cable for viewing and archiving. Using PHOTOfunSTUDIO 3.0 HD Edition, users can edit and remove unwanted portions of video clips recorded in AVCHD Lite. Contents recorded in AVCHD Lite can be burned directly onto a DVD disc or converted to MPEG2 format.  The software also incorporates the Face Recognition function, which recognizes registered faces in photos stored on the computer, making organizing and archiving photos with a specific person much easier.  Additionally, motion pictures can be uploaded directly to YouTube."	10251	Panasonic	253.00
B001RCFGKE	Yamaha NS-AP2600BL Home Theater 5.0 Speaker System	Electronics	Speaker Systems	http://ecx.images-amazon.com/images/I/21WZFAFJM9L._SY300_.jpg	"The Yamaha NS-AP2600BL Home Theater Speaker System consists of 2-way speakers with 2-1/2"" woofers and a 1/2"" tweeters.  Also, the Yamaha NS-AP2600BL Home Theater Speaker System provides 2 front satellite speakers, 2 surround speakers, and one center channel speaker to cover all of the dynamic of a true surround sound speaker arrangement."	30031	Yamaha	275.00
B001RQ2CXO	Energy RC-Micro 5.1 Surround Speaker System (Black)	Electronics	Speaker Systems	http://ecx.images-amazon.com/images/I/311KMZz3BPL._SX300_.jpg	"Lifelike Sound from a Compact Home Theater SystemRC-Micro is Energy's most compact collection of high-tech components&mdash;satellites, subwoofer and center channel. Though tiny, this system packs a big wallop inside their great looking high-gloss black cabinets.The RC-Micro proves beyond doubt that small can still be powerful. And it shatters any illusions about small, packaged home theater systems; you won&rsquo;t get better performance, or better looks, even if you buy individual pieces.&nbsp; This system delivers lifelike performance from your favorite games and movies, with precision balanced mids &amp; highs compliments of the Convergent Source Module, to the massive bottom end provided by a specially matched 240 watt 8&rdquo; compact subwoofer, which features a Ribbed Elliptical surround for great bass detail and extension.&nbsp; The hyperbolic aluminum dome tweeter on the satellites and center channel focuses sound for clearer dialogue and stirring music.&nbsp; Keyhole slots and threaded inserts allow wall and stand mounting, letting you choose how and where to place your speakers.&nbsp; The RC-Micro Center and satellite speakers are magnetically shielded to eliminate interference with CRTs or televisions.&nbsp; Gold plated push connectors ensure positive connection for top-flight performance.Convergent Source ModuleThe Convergent Source Module, or CSM, is the heart of an Energy speaker.&nbsp; It provides wide dispersion, low distortion and amazing midrange performance.&nbsp; The speaker&rsquo;s midrange and tweeter are designed to perfectly integrate with one another and are housed closely together to maximize driver integration, providing accuracy and excellence imaging.&nbsp;Ribbed Elliptical SurroundThe patented Ribbed Elliptical Surrounds that encircle our products&rsquo; woofers are unlike any other.&nbsp; By changing the shape of the speaker surround to an ellipse, rather than the traditional &ldquo;half roll,&rdquo; distortion is reduced dramatically.&nbsp; Benefits also include increased excursion and a larger piston area, allowing for greater efficiency and greater dynamics than conventional designs.&nbsp;&nbsp;Flat On-Axis Frequency Response with Wide BandwidthSpeakers should reproduce the entire audio range in a uniform manner. By ensuring that no one frequency dominates any other, Energy ensures that every note is the way it was intended to be--and the sound as natural as possible.Wide and Constant DispersionSound at all frequencies radiating from the speaker should be in an even pattern, in all directions throughout the room.Low Distortion and ResonanceNo speaker system is distortion- or resonance-free, but Energy has achieved a significantly lower distortion level, a clearly audible improvement.What Critics Are Saying About Energy RC Micro""What sets the RC-Micro apart from other offerings is both the clarity of the presentation, and the width of the soundstage.The RC-Micro is a very attractive set of home theater speakers, and have substance behind the flash. The same cannot always be said for other products in the space&hellip;it performed very well, and provides a great home theater experience.&rdquo;--Andrew Yang, Secrets of Home Theater and High Fidelity, October 29, 2009Technical SpecificationsFrequency Response:Sat: 150Hz-23kHz; Subwoofer: 36Hz-180Hz +/- 3dBCrossover Point:3.5 kHzSensitivity:88dBPower Handling:Sat and Center: 240 WattsRecommended Amplifier Power:20 - 100 Watts RMS (Continuous)Impedance:8-ohm compatibleSubwoofer Variable Low Pass Filter:40Hz-150HzTweeter:0.5-inch (12.7mm) hyperbolic aluminum domeMidrange:2.5-inch (63.5mm) high-excursion aluminum coneWoofer:8-inch (20 cm) Injection molded cone with Ribbed Elliptical surroundDimensions:Sat: 4.7 x 3.5 x 3.5in; Center: 3.5 x 5.9 x 3.5in; Subwoofer: 12.7 x 10.5 x 12.3inWeight:Sat: 1.6 lbs; Center:&nbsp; 1.9 lbs; Subwoofer: 16 lbsMaximum Performance TipsThe center channel speaker needs to be centrally located so that the dialogue appears to be coming from the center of the screen. It needs to be above or below the monitor, as closely to it as possible. If you&rsquo;re using a rear projection television, the most likely option is to place it above the screen. If you have a front projection system, you have choices--stand mounting, or placement on furniture, for example. It is important, though, to place the speaker so that its front edge is even with the edge of the shelf or stand supporting it. Unwanted diffraction occurs when the center channel is too far back into a cabinet or other surface with edges that could impede sound dispersion.For left or right front channels, the distance between the speakers should be 6-8 feet at minimum for the best stereo imaging. The optimum room shape is rectangular, with the speakers along one of the shorter walls, facing the opposite side. If possible, do not place speakers against a wall or at rear of a bookshelf; corner placement is usually the worst option. Try to keep the speakers--especially rear vented models--at least two feet from the surface behind it, unless you use a vent plug. For best results mounting on a rear wall, position the speakers so they flank the main listening area and point toward the front of the room. They should be raised to a height of approximately six feet and should ideally have a space of six feet between them.The three most common subwoofer locations include corners (which can result in boomy or exaggerated low frequency response), placement along a wall, away from the corner (producing moderate bass performance with increased fidelity over corner placement), or beside a front speaker (creating a better blend with the front speaker, but sacrificing overall volume). Experimentation with subwoofer placement is highly encouraged; slight adjustments can create big differences in sound reproduction. To test subwoofer placement, install it temporarily in your main listening position and walk around the listening room while playing a familiar piece of music until you find the best sounding position."	12120	Energy	275.00
B001T2I6P4	Suprema Digital Dive Camera 5 Megapixel	Electronics	Cameras	http://ecx.images-amazon.com/images/I/417kWtrAuML._SX300_.jpg	null	18429	Goldline USA Inc.	253.00
B001TX9P6W	Olympus Evolt E620 12.3MP Live MOS Digital SLR Camera with Image Stabilization and 2.7 inch Swivel LCD w/ 14-42mm f/3.5-5.6 Zuiko Lens	Electronics	Digital SLR Cameras	http://ecx.images-amazon.com/images/I/41xewEiYbbL._SX300_.jpg	"As children, our imaginations run wild and finger-painted artistic creations are proudly displayed on our family refrigerators. But as we grow older, we learn to color inside the lines, and have less and less time for art. We often lose touch with how satisfying it is to create something uniquely our own. Olympus delivers the E-620 digital single lens reflex (DSLR) camera to bring back that free-style experimenting and the magical feeling of being inspired by our own art.The easy-to-use Art Filters and Multiple Exposures (built right into the camera) are fun for photographers--whether you&rsquo;ve been shooting for years or picked up your first digital camera today. Enjoy capturing creative images on the go--without being tethered to a computer and editing software! Now it is possible to easily customize your images so they&rsquo;re worthy of posting on the gallery wall (or at least the family fridge).The E-620's freedom of expression is matched by its freedom of mobility. First, the camera travels with you to more places, thanks to its compact size and light 18.9-ounce body. Second, as the world&rsquo;s smallest DSLR with in-body Image Stabilization, the E-620 adjusts when your body moves to remove blur caused by camera shake (with any lens attached). Finally, add Live View shooting with a swivel 2.7-inch HyperCrystal LCD that frees you to cover subjects from a range of angles, and this 12.3-megapixel DSLR seamlessly combines motions with emotions--proof that Olympus lets you capture it all.Make Your Vision Come to Life with Art FiltersIf you&rsquo;re hoping to get more out of your camera than simply capturing and documenting a scene, and enjoy enhancing or customizing an image to make it your own, then you will value the camera&rsquo;s Art Filters. The filters, which are built into the camera, provide incredible individual artistic control over an image, and remove the need to spend time altering images on the computer with editing software.This camera was made for free-style shooting, experimenting and engaging with events and subjects. Enjoy the freedom of Autofocus Live View and dramatic effects to transform your day-to-day shots into compositions that you can be proud of with the following in-camera Art Filters:Pop Art:Enhances colors, making them more saturated and vivid, creating high-impact pictures that express the joyful, lighthearted feeling of the Pop Art style of the 1960s;Soft Focus:Creates an ethereal, otherworldly atmosphere that renders subjects in a heavenly light without obscuring details;Pale &amp; Light Color:Encloses the foreground of an image in flat gentle light and pastel colors reminiscent of a flashback scene in a movie;Light Tone:Renders shade and highlight areas softly to lend an elegant air to the subject;Grainy Film:Evokes the feeling of documentary footage shot in monochrome with grainy, high-contrast film; andPin Hole:Reduces the peripheral brightness of an image as though it were shot through a pin hole, connecting the viewer intimately with the subject at the center of the picture.Art Filters are easily activated with the mode dial on the left side of the camera body. The effects are viewable right on the new camera&rsquo;s 100 percent accurate swivel 2.7-inch Live View HyperCrystal III LCD when using the E-620 in Live View mode or when reviewing the captured image.Express Your Inner Artist&rsquo;s Multiple PersonalitiesWith the new camera&rsquo;s Multiple Exposure function you are free to tell a visual story your way, whether in a portrait, a landscape or a combination of both. For instance, capture an image of the spring leaves on a new tree and then overlay an image of your child&rsquo;s face into the leaves for a stunning image that expresses the newness of the season. The image capture options allow you to shoot one shot, then another, or to capture both shots separately and combine them in the camera later. Or superimpose your own portrait with a starry night sky to create a photo with the impact you desire. Let your imagination lead you to new creative discoveries.Ready, Steady, Go with In-Body Image StabilizationThe E-620 travels with you to more places, thanks to its compact size and light 18.9-ounce body. Capture sharp images on the go with the camera&rsquo;s in-body Image Stabilization, which virtually eliminates blur with any lens attached. Three IS modes handle any situation. The IS-1 mode is for general shooting and adjusts the sensor on both the horizontal and vertical planes to compensate for movement by the photographer so images stay sharp in low light even at slow shutter speeds. To capture the motion of moving subjects, the E-620 offers two specialized modes: IS-2 mode is ideal for capturing a runner or cyclist traveling by in the horizontal mode, preserving the sense of motion while panning; IS-3 mode achieves the same effect when the camera is held vertically. In either mode, the artistic effects of panning enhance the shot and render the subject in sharp detail with blurred background. Moreover, the E-620 is the world&rsquo;s smallest DSLR with built-in Image Stabilization, so you&rsquo;ll feel comfortable taking it on the road with you to capture the action.Superior Image QualityThe new camera&rsquo;s high-performance 12.3-megapixel Live MOS image sensor delivers excellent dynamic range, accurate color fidelity, and a state-of-the-art amplifier circuit to reduce noise and capture fine image details in both highlight and shadow areas.Its Live MOS image sensor is complemented by Olympus&rsquo; TruePic III+ Image Processor, which produces clear and colorful photos using all the pixel information for each image to provide the best digital images possible. The new image processor is noted for accurate natural color, true-to-life flesh tones, brilliant blue skies, and precise tonal expression; it also lowers image noise in photos shot at higher ISO settings, enabling great results in low-light situations.Swivel Live View LCD: Freedom to Move YouThe new camera&rsquo;s 100 percent accurate 270 degree swivel 2.7-inch Live View HyperCrystal III LCD can be rotated freely so photographers can compose at any angle, including overhead and down low, without getting bent out of shape. This enables an E-620 photographer to compose a subject in the Live View LCD and see the results of the various creative features--live as they&rsquo;re happening.When viewing the LCD in Live View, settings like white balance and exposure can also be selected, and their impact is seen instantly on the display. Real-time monitoring offers amazing versatility and creative control. The LCD displays 230,000 pixels in vivid color and includes HyperCrystal technology, which offers many times the contrast of conventional LCD monitors for easier viewing in both preview and playback. It also provides a wide viewing angle of 176 degrees, which ensures images can be composed from even the most obscure angles.The 2.7-inch LCD makes icons and text on the camera&rsquo;s menu easy to view. Beyond the camera&rsquo;s bright viewable LCD, the E-620 is equipped with illuminated buttons on its body that are easily viewable in low light to quickly find the settings you want.Two Fast Autofocus SystemsConsumers accustomed to composing and focusing using a point-and-shoot camera&rsquo;s LCD will appreciate that the E-620 offers the same easy, seamless experience (what you see on its LCD is what you get!). The E-620 delivers two fast autofocus options to quickly focus and capture the image in any situation:Fast Imager Autofocus in Live View:When it comes to measuring camera speed, autofocus is a key factor. If a camera&rsquo;s AF system does not meet photographers&rsquo; demands and lock focus accurately and quickly, it&rsquo;s possible to miss a shot. AF Live View on the E-620 allows you to compose, focus, and capture the shot quickly and easily without ever taking your eye off the large 2.7-inch full color LCD.Phase Detection AF:When using the optical viewfinder, the technology behind the new 7-point twin cross AF system provides world-class fast and accurate focusing based on the speed of the E-3. Super sensitive Twin and Twin Cross AF target points can measure focus both vertically and horizontally, so regardless of the subject, focusing is super-simple and fast. With a dedicated Phase Detection AF sensor in the camera body, shooting moving subjects, like a runner crossing the finish line, is lightning fast. In low-light situations, this is the AF option of choice to quickly lock focus, so that a loved one&rsquo;s face illuminated only by candlelight is in sharp focus.Multi-Aspect ShootingSince photography is a form of expression that is essentially based on clipping a scene, framing is an important component of style. The E-620 provides four aspect ratios that serve as masks to frame your image to the desired proportions, including: the standard 4:3 aspect ratio that is perfectly suited for an 8 x 10-inch enlargement; the 16:9 aspect ratio that will display your images beautifully on a widescreen television; and other popular aspect ratios such as 3:2 and 6:6. By enabling you to select the aspect ratio before shooting and easily viewing it on the LCD throughout the shoot, the Multi-Aspect function offers a new way to control your photography and express yourself.Always Find a Face in the CrowdThe new camera&rsquo;s Face Detection reduces the chance of blurred subjects in photography by distinguishing between people&rsquo;s faces and the background. It tracks up to eight faces within the image area, even if people are moving, and automatically focuses and optimizes exposure for sharp, brilliant portrait pictures (ideal for large family or party group photos).In Sunshine or the Shadows, Never Miss a DetailShooting scenes with both highlights and shadows can be tricky because of the extreme contrast between dark and bright areas. The E-620 addresses this challenge with Shadow Adjustment Technology that adjusts for extreme light variations and maintains visible detail in both the shadow and highlight areas of the scene. Now users can see and preview the gradation on the Live View LCD and capture images showing the shadow detail they saw. This feature is also accessible in the Edit menu after the shot has been taken.Preview a Multitude of PossibilitiesPerfect Shot Preview enables users to easily preview and select from a variety of thumbnail previews of the photographic effects of white balance and exposure compensation adjustments live on the LCD before taking the photograph. It is an ideal way for novice users to learn about the effects of different photography techniques, visually, without having to scroll through menu options. With 28 preset scene-select modes for every imaginable shooting scenario, automatic modes and full manual controls, the E-620 offers a world of possibilities to photographers.Wireless Flash CapabilityWireless flashes help you cast the best light on your subjects and capture great images. For this reason, the E-620 is compatible with the Olympus FL-36R and FL-50R wireless electronic flashes that are designed exclusively for digital photography. When these flashes are used in combination with the E-620, multiple-wireless flash photography is both easy and reliable. The E-620 can control up to three wireless flash groups independently, with multiple flash units in each group for dramatic flash effects.Dust Reduction System for Spot-Free ImagesLife moves too fast to spend time worrying about dust ruining the perfect image. Olympus&rsquo; proven Dust Reduction System produces spot-free photos with the exclusive Supersonic Wave Filter. The patented ultrasonic technology vibrates to remove dust and other particles from the front of the image sensor and captures it on a special adhesive membrane every time the camera is turned on. These spot-free photos liberate users from hours spent retouching photographs at the computer or sending their cameras back to the manufacturer to remove dust trapped inside. With Dust Reduction and the new creative features, Olympus continues to liberate users from the computer and editing software, and enables them to have fun capturing it all while on the go.Optional Accessories for Shooting on Land and in the WaterThe new HLD-5 Power Battery Holder (sold separately) can hold up to two Lithium Ion BLS-1 batteries to extend the performance life of the E-620 and its existing BLS-1 battery. It also enables effortless vertical shooting with its own separate shutter button and control dial. Olympus will also offer the PT-E06 optional underwater housing for the E-620. Capable of reaching depths of 130 feet underwater, the housing will ensure that divers will not miss an image during their journeys to the abyss.What's in the BoxE-620 Body14-42mm f/3.5-5.6 Zuiko LensUSB CableVideo CableLi-Ion Battery Pack (BLS-1)Li-Ion Battery Charger (BCS-1)Shoulder StrapOLYMPUS Master 2 Software CD-ROMManuals and Registration card"	12000	Olympus	1645.00
B001U5U3HY	Coby CSP96 300-Watt 5.1-Channel Home Theater Speaker System (Black)	Electronics	Speaker Systems	http://ecx.images-amazon.com/images/I/31JrA3u%2BOEL._SX300_.jpg	null	43971	Coby	275.00
B001UKRDVS	Honeywell Ademco 944WH-M Magnet Only for 944WH	Electronics	Security & Surveillance	http://ecx.images-amazon.com/images/I/31naQFXlmJL._SY300_.jpg	Magnet Only for the 944TSP contact	39758	Honeywell	34.00
B001URY7SS	Intova CP9 9 Megapixel Compact Camera (Refurbished)	Electronics	Cameras	http://ecx.images-amazon.com/images/I/410ckUcm4KL._SX300_.jpg	"The compact Intova CP9 9-megapixel digital camera allows you to shoot pictures and video on the deck or dock as well as underwater, thanks to the included waterproof housing that's rated to a 130-foot (39 meter) depth. It's also ideal for bringing along on snorkeling adventures, camping trips, skiing vacations, fishing expeditions, and more. The durable polycarbonate housing is compact enough to fit in a shirt pocket and features a unique shock absorbent liner along with dual O-ring design, full feature button control and cam lock closure system.9-MP camera can be used on its own.Removable waterproof housing.The 9-megapixel CMOS sensor captures still images up to 3472 x 2604 pixels, and it also offers an optional hardware interpolation that increases pixels to a 12-megapixel resolution. In addition to snapping still photos, this camera can capture video clips in up to VGA resolution (640 x 480 pixels). It offers a 32 MB built-in memory, and memory can be expanded via optional SD/SDHC memory cards up to 16 GB in size.It comes with a number of scene modes, including Sports, Night, Portrait, Landscape, and Backlight, plus Program AE. You can choose between three quality options for stills (fine, standard, and economy) and two options for video (fine and standard). Other features include a 4x digital zoom, color LCD screen, and USB connectivity.Specifications:Sensor:9-megapixel CMOSStill resolution options:12 megapixels (3968 x 2976; hardware interpolation); 9 megapixels (3472 x 2604); 6 megapixels (2816 x 2112); 4 megapixels (2304 x 1728); 2 megapixels (1600 x 1200); VGA (640 x 480)Video modes:VGA (640 x 480) at 20 fps; QVGA (320 x 240) at 30 fpsLens:3.0 aperture range; 7.9mm focal length (equivalent to 45mm on a 35mm camera)Digital zoom:4xShutter speed:1 - 1/2000 secondLCD screen:2.36-inch colorInternal memory:32 MBMemory expansion:SD/SDHC memory cards up to 16 GBFile formats:JPEG picture, AVI movieUSB:Yes, version 2.0Power:2 AAA batteriesCompatibility:Microsoft Windows and Apple Mac OSWhat's in the BoxDigital camera, USB cable, camera strap, two AAA batteries, CD-ROM with software and drivers, quick start guide"	5368	Intova	253.00
B001VEI2NG	Onkyo HT-S3200 5.1-Channel Home Entertainment Receiver/Speaker Package (Discontinued by Manufacturer)	Electronics	Speaker Systems	http://ecx.images-amazon.com/images/I/31gku8vZ0fL._SX300_.jpg	"The Onkyo HT-S3200 is the Fully Equipped Home Theater for Your Entertainment, Music and Gaming NeedsProgress is constant with Onkyo packaged home theater. That's just what you'll find with the HT-S3200 5.1-channel receiver/speaker package, which offers more breakthrough technology than ever before at the entry level. With HDMI&#x99; pass-thru for high-definition video, this is a convenient solution that allows you to enjoy Blu-Ray Disc, DVD, broadcast, and gaming sources."	81051	Onkyo	275.00
B001XURGSK	"Klipsch HD 300 Compact 5.1 High Definition Theater System (Set of Six, Black) (Discontinued by Manufacturer)"	Electronics	Speaker Systems	http://ecx.images-amazon.com/images/I/41II1W0tYuL._SY300_.jpg	"Expect exceptional value from this robust and compact 5.1 Theater system designed to make High Definition TV and sources really come to life with the Power, Detail and Emotion Klipsch speakers are famous for.  Exclusive horn-loaded design that has made Klipsch famous for over 60 years and which provides unequalled detail and dynamics, is at the heart of the 4 small High Gloss Black speakers and center channel.  A perfectly matched powered subwoofer delivers Klipsch-quality bass with heart-pounding special effects and full-bodied music, all from a compact enclosure featuring a heavy-duty 6.5"" driver and 80watt RMS amplifier."	48540	WOCKODER	275.00
