reviewerID	asin	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	lable	psubCat
A20RPF0I215N6O	B00FWMZY6G	1	1.2	500000	1.024152766	1.933333333	7.901898506	1	67	0.463252819	0.1	0.402777778	8		Bluetooth Speakers
A3B0HUYVGFCV46	B00FWMZY6G	1	2.846153846	500000	1.128034419	1	14.11370772	0.2	47	0.172773685	0.7	0.444444444	0		Bluetooth Speakers
A1SI2OMTENFC9A	B00FWMZY6G	1	3	500000	0.890448993	0.333333333	19.09624745	1	83	0.463252819	0.057142857	0.379403794	7		Bluetooth Speakers
ALQ2VGWK0MBIS	B00FWMZY6G	1	1.666666667	500000	1.2	2.6	1.715938357	0.4	22	0.086386843	0.542857143	0.290598291	0		Bluetooth Speakers
A1OZ7I3DESX9NP	B00FWMZY6G	1	5.384615385	500000	0.64460081	0.614285714	28.70038382	1	31	0.300896738	0.066666667	0.407407407	0		Bluetooth Speakers
ASZXCFFOX1Y78	B00FWMZY6G	1	2.714285714	500000	0.751729308	0.263157895	5.414769422	1	44	0.44047619	0.163636364	0.412698413	2		Bluetooth Speakers
A2Y9Q058YCA6HJ	B00FWMZY6G	2	1.928571429	57	1.082343644	1.111111111	6.89135809	1	115	0.563916947	0.4	0.4	8		Bluetooth Speakers
A1QRT73E6ZKNOB	B00FWMZY6G	1	1.25	500000	0.748331477	0.4	0.62915287	0.8	193	0.554119205	0.061538462	0.372372372	5		Bluetooth Speakers
A3MU79FSODFXDU	B00FWMZY6G	1	5	500000	0.4	0	2.915475947	1	3	0.074953169	0.1375	0.222222222	0		Bluetooth Speakers
A1LE0GS647MSMQ	B00FWMZY6G	1	1.310344828	500000	1.446171754	1.157894737	7.389165189	1	58	0.567498262	0.111111111	0.444444444	3	FALSE	Bluetooth Speakers
A2BL7H1OKLIAGF	B00FWMZY6G	2	1.909090909	129	1.047889575	0.857142857	8.670173056	0.8	129	0.591434256	0.066666667	0.391534392	6		Bluetooth Speakers
A1ZKOG72A0G3FX	B00FWMZY6G	1	2.333333333	500000	0.451753951	0	1.900292375	1	64	0.46869279	0.157894737	0.381944444	3		Bluetooth Speakers
A1B0OU4BMARMX4	B00FX8WIUE	1	6	500000	0	1	0	1	46	0.251399904	0.4	0.345679012	10		Unlocked Cell Phones
AWM2SEHBOA70O	B00FX8WIUE	1	2.5	500000	1.264911064	0	1.258305739	1	217	0.397695442	0.25	0.416896235	12		Unlocked Cell Phones
A107K962WEI9H	B00FX8WIUE	1	2.6	500000	0.835598499	0.307692308	4.384822307	0.4	40	0.141643947	0.4	0.396825397	17		Unlocked Cell Phones
A3F482XDUG5BTO	B00FX8WIUE	1	3	500000	0.966091783	0.2	2.5	0.8	47	0.332696593	0.1	0.388888889	6		Unlocked Cell Phones
A1FXA2L044GI8C	B00FX8WIUE	3	1.727272727	235.5	1.481183924	0.315789474	2.907954323	0.2	96	0.442042987	0.575	0.432748538	3		Unlocked Cell Phones
A1RTVWTWZSIC94	B00FX8WIUE	2	1.416666667	0.5	0.381220041	0.235294118	8.967921226	0.8	72	0.448441628	0.088888889	0.37037037	6		Unlocked Cell Phones
A3CYSC7Y6M0143	B00FX8WIUE	1	7	500000	0.212958855	0.047619048	10.12422837	0.8	29	0.356721865	0.066666667	0.393162393	0		Unlocked Cell Phones
AT0S0V1PW9P3N	B00FX8WIUE	2	2.5	2	1.549193338	1	1.258305739	0.8	52	0.385286932	0.08	0.329501916	3		Unlocked Cell Phones
A1PBO07IVTPS6W	B00FX8WIUE	1	6.8	500000	1.71926797	0.147058824	5.670978752	0.4	194	0.442042987	0.2	0.400830737	16		Unlocked Cell Phones
A16WP8NTPYB0ZM	B00FX8WIUE	1	1.108108108	500000	1.523951156	2.390243902	7.953296839	0.8	119	0.448441628	0	0.384615385	23		Unlocked Cell Phones
A2F2KL35PTQ8BS	B00FX8WIUE	12	1.714285714	10.63636364	1.105541597	1.25	6.585388898	1	53	0.28181074	0.257142857	0.333333333	0		Unlocked Cell Phones
ANXI2NTPAP4GE	B00FX8WIUE	1	1.25	500000	0.7	0.9	2.428133714	0.8	161	0.423794003	0.072727273	0.38647343	7		Unlocked Cell Phones
A33C54SGWSUHJ5	B00G57DFDG	1	3.058823529	500000	1.141601698	1	14.46834033	0.8	182	0.61343877	0.2	0.35515873	6		Bluetooth Speakers
A3AYSYSLHU26U9	B00G57DFDG	8	1.372340426	188.5714286	0.845139018	7.92248062	110.42665	0.8	326	0.660433389	0.2	0.411657559	16		Bluetooth Speakers
AQM0K7MBBT4AY	B00G57DFDG	1	1.428571429	500000	1.046135746	6.59	25.50486148	0.2	282	0	0.68	0.406227884	16		Bluetooth Speakers
ACJT8MUC0LRF0	B00G57DFDG	2	1.404145078	201	0.511892048	2.457564576	112.9688451	1	640	0.721795218	0.155555556	0.404214559	41		Bluetooth Speakers
A4GKZPFY5Y8LL	B00G57DFDG	1	1.666666667	500000	0.748331477	0.6	0.471404521	0.6	166	0.49263031	0.293333333	0.375	9		Bluetooth Speakers
AVPNQUVZWMDSX	B00G57DFDG	2	1.356481481	1459	1.063653397	10.04095563	82.90151031	1	488	0.65103268	0.15	0.403968254	13		Bluetooth Speakers
ATS2855497V0I	B00G57DFDG	1	1.077844311	500000	0.801137309	33.29444444	46.84396394	1	458	0.729512189	0.12	0.393162393	18		Bluetooth Speakers
A3QJU4FEN8PQSZ	B00G57DFDG	1	1.258333333	500000	1.051417058	1.993377483	35.72926069	1	139	0.489138034	0.2	0.402250352	5		Bluetooth Speakers
A2LF16F0KX9L7P	B00G57DFDG	1	1.246153846	500000	0.981927843	4.50617284	27.45500892	1	218	0.66208827	0.2	0.394444444	15		Bluetooth Speakers
A1UQBFCERIP7VJ	B00G57DFDG	7	2.371134021	67.16666667	0.645487463	2.686956522	159.0060804	1	165	0.487733858	0.116666667	0.383838384	6		Bluetooth Speakers
A3A15L96IYUO6V	B00G57DFDG	2	1.25	959	0.919923096	2.466666667	26.73691269	1	430	0.729512189	0.127272727	0.402116402	12		Bluetooth Speakers
A2IFGGXG3YV3Y6	B00G57DFDG	2	1.4	139	0.799651003	6.363636364	46.52010318	1	223	0.721795218	0.14	0.396135266	7		Bluetooth Speakers
A2UKE7GIVC7XFW	B00G57DFDG	1	1.03	500000	0.780331313	4.203883495	27.56854911	1	121	0.551364125	0.175	0.378716745	2		Bluetooth Speakers
A1M7Y63Y5GYJI1	B00G57DFDG	1	1.258064516	500000	0.928049286	1.461538462	9.805963485	0.8	90	0.64157206	0.092307692	0.388888889	6		Bluetooth Speakers
A3LZA698SQPCXE	B00G57DFDG	2	1.461538462	149	0.868908245	6.210526316	33.51253409	1	62	0.492526364	0.114285714	0.363636364	5		Bluetooth Speakers
A2YEOR4XJ8N3QE	B00G57DFDG	1	1.128205128	500000	1.112418165	2.75	23.65502116	0.8	330	0.669158835	0	0.383838384	18		Bluetooth Speakers
A2K8LKJ5MJYFS5	B00GBD5CWQ	4	2.4	29	0.552770798	1.5	6.16116872	1	142	0.58147494	0.05	0.3647343	11		Unlocked Cell Phones
AZIMOGTBT3LPP	B00GBD5CWQ	4	1.631578947	16	1.253507047	2.129032258	7.551852151	0.8	122	0.402047001	0.2	0.395424837	5		Unlocked Cell Phones
A2DSHZICFYS56K	B00GBD5CWQ	5	1.5	4	0	5.5	4.5	1	90	0.494852077	0.4	0.382905983	7		Unlocked Cell Phones
AT0S0V1PW9P3N	B00GBD5CWQ	2	2.5	2	1.549193338	1	1.258305739	0.2	147	0	0.76	0.39039039	5		Unlocked Cell Phones
AEGGTZ9RO40V2	B00GBD5CWQ	5	1.142857143	11.5	0.866025404	5.25	1.595060402	1	189	0.537310902	0.4	0.378968254	13		Unlocked Cell Phones
A2F2KL35PTQ8BS	B00GBD5CWQ	12	1.714285714	10.63636364	1.105541597	1.25	6.585388898	1	157	0.58147494	0.066666667	0.371049949	7		Unlocked Cell Phones
A118YBDXIQ7BDM	B00GD5V5WI	6	1.111111111	130.8	0.9	12.3	5.578840094	1	1088	0.708933049	0.4	0.355399336	60		Unlocked Cell Phones
A354GLN1MK52Y5	B00GD5V5WI	2	4.454545455	125	0.988058648	0.571428571	12.69385222	1	60	0.308898113	0	0.351851852	4		Unlocked Cell Phones
A1XATMMB4NI726	B00GD5V5WI	2	4.5	0.5	0	0.166666667	13.5	1	36	0.28782549	0	0.344444444	3		Unlocked Cell Phones
A1TUL3FFHYEXBK	B00GD5V5WI	1	1.538461538	500000	0.217944947	1.85	12.35304145	1	1932	0.708933049	0	0.39712806	104		Unlocked Cell Phones
A2BXIIRN07VR2K	B00GD5V5WI	1	1.555555556	500000	0.820651807	0.142857143	6.755884495	1	61	0.371133188	0.4	0.404040404	3		Unlocked Cell Phones
A118YBDXIQ7BDM	B00GD6H0NU	6	1.111111111	130.8	0.9	12.3	5.578840094	1	1028	0.701711242	0	0.357686454	40		Unlocked Cell Phones
A39QFOFN5RKIJZ	B00GD6H0NU	4	1.181818182	227.6666667	1.609880734	5.307692308	2.113025327	0.4	107	0.457111662	0.476190476	0.345679012	14		Unlocked Cell Phones
AJS9Q2JYS3DLJ	B00GD6H0NU	1	4.666666667	500000	1.27775313	0.071428571	4.05517502	1	67	0.435607762	0.141666667	0.319444444	5		Unlocked Cell Phones
A3JHHEDFZN0VS5	B00GD6H0NU	1	2.5	500000	0.8	0.1	3.905124838	1	73	0.430711467	0.114285714	0.353535354	3		Unlocked Cell Phones
A3NTFCUU6HU6HE	B00GD6H0NU	1	2	500000	0.5	1.5	1	1	66	0.359803354	0.145454545	0.37037037	3		Unlocked Cell Phones
A8PS6YTA2Y0UX	B00GD6H0NU	1	1.470588235	500000	0.897997773	2.76	7.518661903	1	195	0.687158728	0.04	0.394129979	11		Unlocked Cell Phones
A1YOGD8K6EV6VI	B00GD6H0NU	3	1.178571429	0.5	0.984731928	64.15151515	7.696225553	0.8	2815	0.758718283	0.2	0.415038857	201		Unlocked Cell Phones
A1G5WB8BDETHUU	B00GD6H0NU	1	3	500000	0.471404521	0	1	0.8	48	0.5888743	0.090909091	0.444444444	6		Unlocked Cell Phones
A2M5RL9R2YO8OG	B00GD6H0NU	2	2	87	0.953793595	0.083333333	4.69041576	1	22	0.175881618	0.105882353	0.37037037	0		Unlocked Cell Phones
ASBJHA5N7CXSA	B00GD6H0NU	2	2	278	1.527525232	0.333333333	1.414213562	1	22	0.180908451	0.1125	0.355555556	1		Unlocked Cell Phones
A3VZ9320QJBI2Z	B00GD6H0NU	3	1.75	378.5	0.728431359	0.428571429	1.973786547	1	891	0.822279295	0.094736842	0.39039039	61		Unlocked Cell Phones
A12MQKGU5FHI8D	B00GD6H0NU	1	1.666666667	500000	0.489897949	0.2	0.971825316	0.8	39	0.216814545	0.059259259	0.416666667	0		Unlocked Cell Phones
A2ZWIQGZJWUYNP	B00GD6H0NU	6	1.647058824	89.8	1.699339608	3.75	5.680294354	1	215	0.659624019	0.4	0.375111111	10		Unlocked Cell Phones
A2FK5TO6LK6UVN	B00GD6H0NU	1	1	500000	0.489897949	3.8	1.58113883	0.8	567	0.751258924	0.075	0.385620915	32		Unlocked Cell Phones
AM8W8U0WS9ROC	B00GD6H0NU	2	1.2	737	1.194431524	3.6	6.086049622	0.8	328	0.707998768	0.092307692	0.393993994	14		Unlocked Cell Phones
A1FKLJ13HV0QJ9	B00GD6H0NU	2	1.666666667	52	1.549193338	0.6	0.942809042	1	26	0.236207518	0.146153846	0.361111111	2		Unlocked Cell Phones
AZ46ZHCTDVXD9	B00GD6H0NU	3	1.2	194	0	0.333333333	4.8	1	53	0.586614631	0.142857143	0.336917563	2		Unlocked Cell Phones
A3CP6WLW4R7LBK	B00GD6H0NU	1	1.4	500000	1.840585532	0.857142857	1.557776193	1	282	0.684241215	0	0.374269006	18		Unlocked Cell Phones
A3KKA2GYA0J7LB	B00GD6H0NU	2	1.583333333	12	1.223330453	4.026315789	10.7721993	1	1256	0.822279295	0.4	0.388242894	66		Unlocked Cell Phones
A34C6YRZNGW4F9	B00GD6H0NU	2	3.75	390	1.414213562	0.2	3.112474899	1	32	0.398014876	0.137931034	0.409356725	0		Unlocked Cell Phones
A3DF5RUMO07CRB	B00GD6H0NU	1	1.571428571	500000	0.771389216	0.363636364	2.697945805	1	88	0.552132252	0.1	0.382428941	7		Unlocked Cell Phones
A1D1RU95B1OSCB	B00GD6H0NU	1	1	500000	1.959591794	11.4	1.58113883	0.2	233	0.620142213	0.766666667	0.409090909	24		Unlocked Cell Phones
A39S16695LQ5QI	B00GD6H0NU	1	2.333333333	500000	0.728431359	1	1.247219129	1	49	0.376962637	0.116666667	0.37037037	2		Unlocked Cell Phones
A2325MRECGDDP6	B00GD6H0NU	2	1.25	57	0.4	0.6	1.952562419	1	98	0.534709024	0.133333333	0.382716049	5		Unlocked Cell Phones
AWLT6D32G1VAO	B00GD6H0NU	1	1.666666667	500000	1.095445115	0.2	1.855921454	0.6	199	0.618864078	0.264	0.424836601	21		Unlocked Cell Phones
A3D77BSC4FVGU7	B00GD6H0NU	1	1.142857143	500000	1.445629188	10.5625	2.606115257	0.2	539	0.620142213	0.71	0.394799054	19		Unlocked Cell Phones
A2YDA8C805M06N	B00GD6H0NU	3	6	318.5	0.721687836	0.166666667	2.449489743	0.8	53	0.386584157	0.093333333	0.315412186	3		Unlocked Cell Phones
A2SHSPUC68H34G	B00GD6H0NU	2	2.1	39	1.042193744	1.619047619	8.362415919	1	431	0.692987727	0.12	0.395464853	12		Unlocked Cell Phones
A1PMO9ETAZAXXV	B00GD6H0NU	1	6	500000	0.5	0	3	1	26	0.446476086	0.142857143	0.277777778	0		Unlocked Cell Phones
AZCOE68N2HOCZ	B00GD6H0NU	2	5.222222222	0.5	0.891080493	0.14893617	15.24137076	0.8	109	0.564499022	0.054545455	0.433515483	11		Unlocked Cell Phones
A22OVYYRUDM9E9	B00GD9R7BC	1	24	500000	0.999131567	0	19.32614809	1	6	0.005361718	0.066666667	0.222222222	0		Unlocked Cell Phones
A2KP19L617C7XQ	B00GD9R7BC	1	1.25	500000	0.489897949	0.2	1.346291202	1	22	0.334076552	0.1	0.341880342	1		Unlocked Cell Phones
A1YOGD8K6EV6VI	B00GD9R7BC	3	1.178571429	0.5	0.984731928	64.15151515	7.696225553	0.8	2815	0.759239415	0.2	0.415020317	201		Unlocked Cell Phones
AO2T8I9J7UWIQ	B00GD9R7BC	1	2.5	500000	1.166190379	0	1.322875656	1	41	0.357281649	0.1	0.383838384	4		Unlocked Cell Phones
A13LTVUYWQB062	B00GD9R7BC	1	1.666666667	500000	0	0.2	3.333333333	1	32	0.487568995	0.08	0.266666667	1		Unlocked Cell Phones
A3KKA2GYA0J7LB	B00GD9R7BC	2	1.583333333	12	1.223330453	4.026315789	10.7721993	1	1256	0.759239415	0.4	0.388242894	66		Unlocked Cell Phones
A2JA2B6X8AV3KJ	B00GD9R7BC	2	1.5	141	1.105541597	0.333333333	1.5	0.8	66	0.548702828	0.133333333	0.394444444	4		Unlocked Cell Phones
A35MEX9ZUSM542	B00GDBN6KQ	1	1.714285714	500000	1.118033989	0.25	4.229793903	1	35	0.372773887	0.1	0.319444444	3		Unlocked Cell Phones
A361M14PU2GUEG	B00GDBN6KQ	2	1.645833333	321	1.162215588	0.443037975	23.14520326	0.4	159	0.376595747	0.48	0.396251673	14		Unlocked Cell Phones
AZJXPSCTB22CS	B00GDBN6KQ	1	1.125	500000	0.684934889	0.333333333	2.486421458	1	61	0.38004548	0.15	0.343434343	5		Unlocked Cell Phones
A1YOGD8K6EV6VI	B00GDBN6KQ	3	1.178571429	0.5	0.984731928	64.15151515	7.696225553	0.8	2797	0.650611178	0.2	0.415643089	195		Unlocked Cell Phones
A2SL5IW096Z2BL	B00GDBN6KQ	1	1.636363636	500000	1.182106824	9.791666667	21.88036593	1	225	0.578959319	0.4	0.387596899	17		Unlocked Cell Phones
A2QCWQEF4IBLCM	B00GDBN6KQ	2	3.333333333	145	0.3	0.2	4.333333333	0.8	21	0.358431296	0.16	0.377777778	1		Unlocked Cell Phones
A354GLN1MK52Y5	B00GDBN6KQ	2	4.454545455	125	0.988058648	0.571428571	12.69385222	1	40	0.380138091	0.085714286	0.323232323	4		Unlocked Cell Phones
A2ACZOC7H31G5R	B00GDBN6KQ	1	18	500000	0.916245695	0.055555556	12.04159458	1	167	0.588971934	0.05	0.394265233	7		Unlocked Cell Phones
ALR56OKJ2HDM7	B00GDBN6KQ	1	1.666666667	500000	0.748331477	0.4	1.914854216	1	119	0.580408154	0.163636364	0.393939394	6		Unlocked Cell Phones
A1P5TN3N6L155V	B00GDBN6KQ	1	1.08	500000	0.867014808	2.962962963	6.695998805	1	495	0.650611178	0.075	0.402624026	30		Unlocked Cell Phones
A3PP5YAYNEPN79	B00GDBN6KQ	3	2.5	5	1.6	1.2	1.322875656	0.4	116	0.376595747	0.533333333	0.399246704	8		Unlocked Cell Phones
A2YDA8C805M06N	B00GDBN6KQ	3	6	318.5	0.721687836	0.166666667	2.449489743	0.8	53	0.454908019	0.133333333	0.319444444	3		Unlocked Cell Phones
A1MDKZ5IGXEQ1O	B00GDBN6KQ	2	1.434782609	1380	0.66390613	5.545454545	12.85047424	1	163	0.644621097	0.066666667	0.344086022	2		Unlocked Cell Phones
A2GSU7HVAI8TLK	B00GFTI0SO	2	1.625	1	1.820332241	2.076923077	2.971216081	1	28	0.158680836	0.28	0.4	3		Phones
A1EKPNO3QI2Y3F	B00GFTI0SO	4	1.185185185	30.33333333	1.313615597	2.96875	11.48658787	1	51	0.409338408	0.4	0.316239316	2		Phones
AQLL2R1PPR46X	B00GFTI0SO	2	1.380952381	174	0.879291563	1.057471264	29.65214809	1	332	0.675758833	0.266666667	0.39820167	23		Phones
A7GSAXOHLDDYP	B00GFTI0SO	2	2	387	0.371153744	0.821428571	17.69180601	1	238	0.675758833	0.4	0.405555556	24		Phones
A2DLK5KEQU4TX9	B00GFTI0SO	1	1.9	500000	1.13859514	1.526315789	12.72831489	0.2	237	0.580800802	0.8	0.402449694	19		Phones
AEAFHD09X8044	B00GFTI0SO	2	6.294117647	57	1.310812216	0.775700935	25.22751834	1	17	0.221169188	0.2	0.444444444	0		Phones
AFV2584U13XP3	B00GFTI0SO	4	1.125	333	0.671831843	2.044444444	16.42264062	1	235	0.546885681	0.233333333	0.362252664	4		Phones
A1NE4NN0HDDVYW	B00GFTI0SO	1	1	500000	0.8	0.4	2.121320344	0.4	146	0.580800802	0.4	0.411522634	12		Phones
ARNAOSKQZMM2J	B00GGGQHPO	1	1	500000	0.742307489	0.214285714	3.872983346	0.8	571	0.699732555	0.2	0.399701715	29		Smart Watches & Accessories
A2XIOXRRYX0KZY	B00GGGQHPO	1	1.447058824	500000	0.658988102	1.691056911	44.16373122	0.8	1316	0.800798478	0	0.378043382	29		Smart Watches & Accessories
A27QXQQOLAMRRR	B00GGGQHPO	1	1.494117647	500000	1.024227562	2.984251969	29.47763917	0.6	572	0.800798478	0.133333333	0.385858586	13		Smart Watches & Accessories
A397CWU6DM3O5G	B00GGGQHPO	1	1.12195122	500000	1.227972263	4.608695652	23.44293006	1	182	0.676490356	0.3	0.371184371	2		Smart Watches & Accessories
A1FXA2L044GI8C	B00GGGQHPO	1	1.727272727	500000	1.481183924	0.315789474	2.907954323	0.8	118	0.637057201	0.05	0.411111111	9		Smart Watches & Accessories
A1W02ERLTAEMDH	B00GGGQHPO	2	1.625	121	1.388882314	1.538461538	1.894894456	0.4	353	0.662693093	0.4	0.377777778	12		Smart Watches & Accessories
A203ST1UCPWWFS	B00GGGQHPO	1	1.5	500000	1.118033989	2.333333333	2.5	1	51	0.517033885	0.285714286	0.358422939	2		Smart Watches & Accessories
A3PKPEB6W432PZ	B00GGGQHPO	1	1.666666667	500000	1.166190379	13.4	0.600925213	0.6	414	0.727326669	0	0.401154401	11		Smart Watches & Accessories
A3A90CELVLOUP6	B00GGGQHPO	1	1.222222222	500000	0.576554472	5.04040404	37.7192766	0.8	730	0.792811618	0.08	0.403880071	6		Smart Watches & Accessories
A3K2XUNIJ12ZG9	B00GJY6Y7E	1	1.2	500000	1.552328001	1.541666667	4.681879964	1	64	0.333005968	0.1	0.41025641	5		Phones
A1R4VHGGF1H23Y	B00GJY6Y7E	3	1.153846154	348	0.716645133	0.666666667	15.26826193	1	298	0.590966093	0.05	0.379084967	9		Phones
A1GXWPT3SKUWCL	B00GJY6Y7E	1	1.318181818	500000	0.816011005	1.689655172	8.796247322	0.8	337	0.590966093	0.2	0.407407407	34		Phones
A8YU8IUO43Q89	B00GJY6Y7E	1	3	500000	1.369869778	1	1.632993162	1	69	0.453817045	0.066666667	0.311111111	3		Phones
AD7QG823MW6J9	B00GJY6Y7E	4	1	294.3333333	0	15.33333333	5	1	150	0.475228599	0.4	0.352777778	13		Phones
A2REOP8I34E9S9	B00GMDM1HE	1	1.5625	500000	0.828492607	0.6	15.54321094	1	104	0.473421999	0.175	0.400728597	2		Bluetooth Speakers
AO5ZF36N5YUT8	B00GMDM1HE	1	2.888888889	500000	0.799408065	0.115384615	11.67354295	1	39	0.44940653	0.184615385	0.353535354	2		Bluetooth Speakers
A2JM12LXOG5LQI	B00GMDM1HE	2	1.25	153	1.469693846	0	0.433012702	1	136	0.544864963	0.1	0.35501355	2		Bluetooth Speakers
A2I27VUNB5JL4E	B00GMDM1HE	1	2	500000	1.190238071	1.166666667	3.464101615	0.8	144	0.4793633	0.2	0.402250352	8		Bluetooth Speakers
A9I1X5EABMWZ9	B00GMDM1HE	1	1.6	500000	0.768012858	3	6.594947561	1	182	0.630187304	0.4	0.415140415	13		Bluetooth Speakers
A3CX02IGUE2FV9	B00GMDM1HE	1	2.222222222	500000	1.061838029	0.2	9.163804267	0.2	47	0	0.714285714	0.419753086	1		Bluetooth Speakers
A2RI4QE6EO29CA	B00GMDM1HE	1	1.84375	500000	0.557005991	3.644067797	25.5882549	0.8	410	0.630187304	0.15	0.383838384	25		Bluetooth Speakers
A6NC9VAQUUZAY	B00GMDM1HE	1	1.666666667	500000	1.264911064	0	0.942809042	0.6	105	0.551397824	0.24	0.383838384	6		Bluetooth Speakers
A30GKJUGWWU9NI	B00GMDM1HE	1	3.666666667	500000	1.493788793	3.272727273	1.740051085	1	49	0.561546553	0.1	0.301587302	4		Bluetooth Speakers
A1TGKBDS5AATJF	B00GMDM1HE	1	1.9	500000	1.333564154	0	3.97617907	0.8	67	0.600367865	0.12	0.315412186	4		Bluetooth Speakers
A1MVMU1M113832	B00GMDM1HE	1	1.666666667	500000	0	0.4	3.333333333	1	71	0.34232017	0.066666667	0.311111111	2		Bluetooth Speakers
A1Q188GPC5DWXC	B00GMDM1HE	1	1.25	500000	1.6	0.2	1.030776406	0.6	48	0.437834277	0.233333333	0.391111111	1		Bluetooth Speakers
A11NCQN1Q2IWT4	B00GMDM1HE	1	1.25	500000	1.2	0.2	1.952562419	1	94	0.585363354	0.181818182	0.358024691	4		Bluetooth Speakers
A2MHDJI4LT999H	B00GMDM1HE	1	1.833333333	500000	1.336085314	1	2.65099562	0.8	88	0.357006416	0.044444444	0.397932817	2		Bluetooth Speakers
A3AZI828WJN1CD	B00GT49J2Q	4	1.347058824	39.33333333	0.760853593	2.034934498	67.97811397	0.8	99	0.508931498	0.066666667	0.432098765	4		Bluetooth Speakers
A2D7UYG972YJCB	B00GT49J2Q	1	2.333333333	500000	1.577908717	0.285714286	1.424000624	1	66	0.472556006	0.2	0.341880342	3		Bluetooth Speakers
A1PAGHECG401K1	B00GT49J2Q	3	1.136842105	7.5	0.81460435	13.36111111	30.70799295	1	400	0.575846692	0.4	0.405228758	22		Bluetooth Speakers
A3NHUQ33CFH3VM	B00GT49J2Q	7	1.982857143	39.33333333	0.804576682	1.982708934	108.5122627	0.8	192	0.625205585	0.2	0.348348348	5		Bluetooth Speakers
A3EXWV8FNSSFL6	B00GT49J2Q	4	1.453874539	38.66666667	0.842899477	18.12944162	127.9366371	1	776	0.712225498	0.4	0.395555556	21		Bluetooth Speakers
A2BLFCOPSMBOZ9	B00GT49J2Q	1	1.508196721	500000	1.040757322	6.630434783	74.80220411	1	297	0.622898938	0	0.386111111	14		Bluetooth Speakers
A3BFDEBT5IV4UN	B00GT49J2Q	2	1.05982906	168	1.061456993	7.540322581	29.7750855	0.6	200	0.505027084	0.35	0.396396396	2		Bluetooth Speakers
A2NYK9KWFMJV4Y	B00GT49J2Q	16	1.616949153	22.86666667	0.440740469	3.951781971	195.1376453	0.8	362	0.712225498	0.08	0.403207331	13		Bluetooth Speakers
A2J32TMZBQG1IT	B00GT49J2Q	1	4.25	500000	1.149695311	0.176470588	3.418698583	0.4	55	0.297766786	0.457142857	0.341880342	4		Bluetooth Speakers
A147W07OFL5A1	B00GWR36F6	1	2	500000	0.5	1.0625	6	1	108	0.627190906	0.06984127	0.326797386	7		Unlocked Cell Phones
A2BB4DGBRVGKWW	B00GWR36F6	4	1	574	1.442575797	19.68421053	7.197221686	0.8	434	0.649928105	0.1	0.398290598	11		Unlocked Cell Phones
A3NBF8AE52HQ8Z	B00GWR36F6	3	3	26	0.942809042	0.166666667	1	1	34	0.437953623	0.082758621	0.361111111	2		Unlocked Cell Phones
A2ZQ89KUDY9XKO	B00GWR36F6	1	2	500000	1.542302897	0.884615385	6.32455532	1	99	0.467768597	0.065671642	0.393162393	11		Unlocked Cell Phones
A1TOOM881GSYXV	B00GWR36F6	1	2.285714286	500000	0.998044964	2	5.050762723	1	139	0.538600316	0.070967742	0.39039039	3		Unlocked Cell Phones
AGH725ZU4KPWV	B00GWR36F6	1	2.5	500000	1.445683229	0.7	1.118033989	0.4	33	0.300150113	0.534482759	0.304093567	1		Unlocked Cell Phones
AAYN2M7OGJW8R	B00GWR36F6	1	1.857142857	500000	0.91016612	1.769230769	2.850886006	1	36	0.502123328	0.1	0.444444444	3		Unlocked Cell Phones
A28HER2E3E96Q3	B00GWR36F6	1	2.5	500000	1.095445115	0.6	0.957427108	0.8	77	0.610090087	0.115384615	0.382428941	6		Unlocked Cell Phones
A2ZKB7JH31M697	B00GWR36F6	2	1.75	630	1.414213562	0.714285714	1.299038106	1	114	0.549766431	0.068421053	0.433333333	3		Unlocked Cell Phones
A3A3TPGGQZQNCT	B00GWR36F6	1	1.25	500000	1.166190379	1	0.433012702	1	379	0.765276799	0.105263158	0.392361111	25		Unlocked Cell Phones
A3872Y2XH0YDX1	B00GWR36F6	3	1.918367347	391	0.49636524	2.319148936	44.82702808	0.6	199	0.477719284	0.335294118	0.409722222	23		Unlocked Cell Phones
A3DHSN2OJ70VAD	B00GWR36F6	1	2.333333333	500000	0.349927106	0.142857143	6.839428176	1	366	0.657234779	0.072340426	0.377777778	15		Unlocked Cell Phones
A3RXWHW7YY2KK6	B00GWR36F6	1	1.615384615	500000	1.214052265	4.714285714	6.737798527	1	392	0.729662396	0.068627451	0.379403794	24		Unlocked Cell Phones
A30FRNY61PDHHH	B00GWR36F6	3	1.857142857	182.5	0.923076923	1.538461538	3.182381344	1	459	0.621031653	0.177777778	0.384112619	24		Unlocked Cell Phones
AD1MKV7SJ7EZU	B00GWR36F6	1	6	500000	0	0.166666667	0	1	10	0.407122086	0.067857143	0.177777778	0		Unlocked Cell Phones
ABPENT262O4OC	B00GWR36F6	1	1.25	500000	1.166190379	1.4	0.433012702	1	99	0.595188999	0.073684211	0.371717172	6		Unlocked Cell Phones
AEQYAG42F9128	B00GWR36F6	2	1.588235294	156	1.031233762	0.444444444	17.31521322	1	192	0.683413868	0.066086957	0.380614657	19		Unlocked Cell Phones
A2SLQHX2DDNKQV	B00GWR36F6	1	1.2	500000	1.190238071	3.333333333	5.083306011	1	85	0.456998272	0.095238095	0.391111111	4		Unlocked Cell Phones
